id,keyword,volume,position,estimated_visits,cpc,paid_difficulty,seo_difficulty,ranking_url,city,state,country,region,url_location,area,category,business_category,product_category,source,url_keyword,unknown_col,remaining_url_keywords,priority
4814,temple in delhi akshardham,165000,13,1782,$0.05,10,31,https://www.tripadvisor.in/Attraction_Review-g304551-d626913-Reviews-Swaminarayan_Akshardham-New_Delhi_National_Capital_Territory_of_Delhi.html,New Delhi,Delhi,India,North,New Delhi,,Attraction,Tourism & Attractions,Attractions,tripadvisor.in,akshardham,,g304551 d626913 swaminarayan national capital territory,1
4815,taj mahal photoshoot,74000,8,4244,$0.23,1,36,https://www.tripadvisor.in/AttractionProductReview-g297683-d19783798-Professional_Photoshoot_at_Taj_Mahal-Agra_Agra_District_Uttar_Pradesh.html,Agra,Uttar Pradesh,India,,Agra,,,,,tripadvisor.in,taj mahal photoshoot,,attractionproductreview g297683 d19783798 professional at district,1
4816,sydney new south wales,260,18,823,$1.97,2,87,https://www.tripadvisor.in/Tourism-g255058-New_South_Wales-Vacations.html,,,,,,,Tourism,Travel & Tourism,Tourism,tripadvisor.in,new wales,,g255058,1
4817,truffles,110000,19,823,$0.79,3,54,https://www.tripadvisor.in/Restaurant_Review-g297628-d5913644-Reviews-Truffles-Bengaluru_Bangalore_District_Karnataka.html,Bengaluru,Karnataka,India,South,Bengaluru,,Restaurant,Food & Dining,Food & Dining,tripadvisor.in,truffles,,g297628 d5913644 bangalore district,1
4818,trivandrum zoo location,90500,9,3058,$0,3,41,https://www.tripadvisor.in/Attraction_Review-g297637-d3652252-Reviews-Thiruvananthapuram_Zoo-Thiruvananthapuram_Trivandrum_Thiruvananthapuram_District_.html,Thiruvananthapuram,,,,Thiruvananthapuram,,Attraction,Tourism & Attractions,Attractions,tripadvisor.in,trivandrum zoo,,g297637 d3652252 district,1
4819,tirumala tirupati devasthanam,90500,11,1782,$0,1,40,https://www.tripadvisor.in/Attraction_Review-g297587-d3705325-Reviews-Tirumala_Tirupati_Devasthanams-Tirupati_Chittoor_District_Andhra_Pradesh.html,Tirupati,Andhra Pradesh,India,South,Tirupati,,Attraction,Tourism & Attractions,Attractions,tripadvisor.in,tirumala,,g297587 d3705325 devasthanams chittoor district,1
4820,tinsukia assam india,110000,9,3058,$0.08,1,29,https://www.tripadvisor.in/Attractions-g858473-Activities-Tinsukia_Tinsukia_District_Assam.html,,Assam,India,North East,,,Attraction,Tourism & Attractions,Attractions,tripadvisor.in,tinsukia,,g858473 tinsukia district,1
4821,theater film,90500,17,678,$0.05,1,24,https://www.tripadvisor.in/Attractions-g297661-Activities-c56-t97-Bhubaneswar_Khurda_District_Odisha.html,Bhubaneswar,Odisha,India,East,Bhubaneswar,,Attraction,Tourism & Attractions,Attractions,tripadvisor.in,,,g297661 c56 t97 khurda district,1
4822,thapar patiala,110000,24,298,$0.46,35,58,https://www.tripadvisor.in/Attraction_Review-g659325-d4401007-Reviews-Thapar_University-Patiala_Patialar_District_Punjab.html,,Punjab,India,North,,,Attraction,Tourism & Attractions,Attractions,tripadvisor.in,thapar patiala,,g659325 d4401007 university patialar district,1
4823,villas,90500,13,1357,$0.34,7,61,https://www.tripadvisor.in/Hotels-g1156428-c3-zff22-Igatpuri_Nashik_District_Maharashtra-Hotels.html,Nashik,Maharashtra,India,West,Nashik,,Hotel,Accommodation,Accommodation,tripadvisor.in,,,g1156428 c3 zff22 igatpuri district,1
4824,vatican city,110000,12,1022,$0.98,1,48,https://www.tripadvisor.in/Tourism-g187793-Vatican_City_Lazio-Vacations.html,,,,,,,Tourism,Travel & Tourism,Tourism,tripadvisor.in,vatican city,,g187793 lazio,1
4825,park deer park,90500,6,14661,$0.08,4,22,https://www.tripadvisor.in/Attraction_Review-g297598-d3750880-Reviews-Deer_Park-Silvassa_Dadra_and_Nagar_Haveli.html,,,,,,,Attraction,Tourism & Attractions,Attractions,tripadvisor.in,park deer,,g297598 d3750880 silvassa dadra nagar haveli,1
4826,novels,90500,17,389,$0.33,5,60,https://www.tripadvisor.in/ShowTopic-g60713-i30-k8462231-Novels_set_in_San_Francisco-San_Francisco_California.html,,,,,,,,,,tripadvisor.in,novels,,showtopic g60713 i30 k8462231 set san francisco san francisco california,1
4827,rangoli garden,90500,6,14661,$0,4,47,https://www.tripadvisor.in/Attraction_Review-g297628-d24005046-Reviews-Rangoli_Gardens-Bengaluru_Bangalore_District_Karnataka.html,Bengaluru,Karnataka,India,South,Bengaluru,,Attraction,Tourism & Attractions,Attractions,tripadvisor.in,rangoli,,g297628 d24005046 gardens bangalore district,1
4828,racing courses,90500,13,2316,$0.11,5,22,https://www.tripadvisor.in/Attractions-g293860-Activities-c47-t125-India.html,,,India,,,,Attraction,Tourism & Attractions,Attractions,tripadvisor.in,,,g293860 c47 t125,1
4829,prashant corner,74000,11,3058,$0.11,6,42,https://www.tripadvisor.in/Restaurant_Review-g304554-d7014392-Reviews-Prashant_Corner-Mumbai_Maharashtra.html,Mumbai,Maharashtra,India,West,Mumbai,,Restaurant,Food & Dining,Food & Dining,tripadvisor.in,prashant corner,,g304554 d7014392,1
4830,prague and praha,90500,10,2316,$0.84,2,41,https://www.tripadvisor.in/Attractions-g274707-Activities-Prague_Bohemia.html,,,,,,,Attraction,Tourism & Attractions,Attractions,tripadvisor.in,prague,,g274707 bohemia,1
4831,powai lake mumbai,90500,5,14661,$0.42,5,42,https://www.tripadvisor.in/Attraction_Review-g304554-d321416-Reviews-Powai_Lake-Mumbai_Maharashtra.html,Mumbai,Maharashtra,India,West,Mumbai,Powai,Attraction,Tourism & Attractions,Attractions,tripadvisor.in,lake,,g304554 d321416,1
4832,patiala thapar university,110000,20,506,$0.64,18,38,https://www.tripadvisor.in/Attraction_Review-g659325-d4401007-Reviews-Thapar_University-Patiala_Patialar_District_Punjab.html,,Punjab,India,North,,,Attraction,Tourism & Attractions,Attractions,tripadvisor.in,patiala thapar university,,g659325 d4401007 patialar district,1
4833,shilparamam in hyderabad,90500,6,8805,$0,2,41,https://www.tripadvisor.in/Attraction_Review-g297586-d14140946-Reviews-Shilparamam-Hyderabad_Hyderabad_District_Telangana.html,Hyderabad,Telangana,India,South,Hyderabad,,Attraction,Tourism & Attractions,Attractions,tripadvisor.in,shilparamam,,g297586 d14140946 district,1
4834,san thome cathedral,90500,9,3058,$0.09,7,36,https://www.tripadvisor.in/Attraction_Review-g304556-d325357-Reviews-San_Thome_Church-Chennai_Madras_Chennai_District_Tamil_Nadu.html,Chennai,Tamil Nadu,India,South,Chennai,,Attraction,Tourism & Attractions,Attractions,tripadvisor.in,san thome,,g304556 d325357 church madras district,1
5920,lithuania,60500,35,155,$0.74,1,49,https://www.tripadvisor.in/Tourism-g274947-Lithuania-Vacations.html,,,,,,,Tourism,Travel & Tourism,Tourism,tripadvisor.in,lithuania,,g274947,1
4835,restaurant with vegan,90500,4,27512,$0.09,3,21,https://www.tripadvisor.in/Restaurants-g306995-zfz10697-Calangute_North_Goa_District_Goa.html,Calangute,Goa,India,West,Calangute,,Restaurant,Food & Dining,Food & Dining,tripadvisor.in,,,g306995 zfz10697 district,1
4836,shore temple in india,90500,19,823,$0.05,8,44,https://www.tripadvisor.in/Attraction_Review-g1162480-d321282-Reviews-Shore_Temple-Mahabalipuram_Kanchipuram_District_Tamil_Nadu.html,,Tamil Nadu,India,South,,,Attraction,Tourism & Attractions,Attractions,tripadvisor.in,shore temple,,g1162480 d321282 mahabalipuram kanchipuram district,1
4837,istanbul,110000,12,2316,$0.82,3,61,https://www.tripadvisor.in/Tourism-g293974-Istanbul-Vacations.html,,,,,,,Tourism,Travel & Tourism,Tourism,tripadvisor.in,istanbul,,g293974,1
4838,indira gandhi arena,90500,9,4244,$0,2,41,https://www.tripadvisor.in/Attraction_Review-g304551-d1893230-Reviews-Indira_Gandhi_Sports_Complex-New_Delhi_National_Capital_Territory_of_Delhi.html,New Delhi,Delhi,India,North,New Delhi,,Attraction,Tourism & Attractions,Attractions,tripadvisor.in,indira gandhi,,g304551 d1893230 sports complex national capital territory,1
4839,indian kerala restaurant near me,74000,5,14661,$0.04,2,23,https://www.tripadvisor.in/Restaurants-g297635-c24-Kozhikode_Kozhikode_District_Kerala.html,Kozhikode,Kerala,India,South,Kozhikode,,Restaurant,Food & Dining,Food & Dining,tripadvisor.in,,,g297635 c24 district,1
4840,india in delhi,90500,12,2316,$0.18,1,71,https://www.tripadvisor.in/Tourism-g304551-New_Delhi_National_Capital_Territory_of_Delhi-Vacations.html,New Delhi,Delhi,India,North,New Delhi,,Tourism,Travel & Tourism,Tourism,tripadvisor.in,,,g304551 national capital territory,1
4841,ikea navi mumbai,90500,4,8805,$0.44,28,49,https://www.tripadvisor.in/Attraction_Review-g1532344-d25103432-Reviews-Ikea_Navi_Mumbai-Navi_Mumbai_Maharashtra.html,Navi Mumbai,Maharashtra,India,West,Navi Mumbai,,Attraction,Tourism & Attractions,Attractions,tripadvisor.in,ikea,,g1532344 d25103432,1
4842,lake mall,90500,5,5963,$0,3,46,https://www.tripadvisor.in/Attraction_Review-g304558-d11801654-Reviews-Lake_Mall-Kolkata_Calcutta_Kolkata_District_West_Bengal.html,Kolkata,West Bengal,India,East,Kolkata,,Attraction,Tourism & Attractions,Attractions,tripadvisor.in,lake mall,,g304558 d11801654 calcutta district,1
4843,karnataka vs kerala,90500,21,389,$0,1,22,https://www.tripadvisor.in/ShowTopic-g293860-i511-k14479125-I_have_11_days_Karnataka_or_Kerala-India.html,,Karnataka,India,South,,,,,,tripadvisor.in,kerala,,showtopic g293860 i511 k14479125 have 11 days,1
4844,jhalawar india,90500,7,8805,$0.16,1,24,https://www.tripadvisor.in/Tourism-g2285414-Jhalawar_Jhalawar_District_Rajasthan-Vacations.html,,Rajasthan,India,North,,,Tourism,Travel & Tourism,Tourism,tripadvisor.in,jhalawar,,g2285414 jhalawar district,1
4845,mansa devi,90500,17,823,$0.44,2,46,https://www.tripadvisor.in/Attraction_Review-g616028-d1754942-Reviews-Mansa_Devi_Temple-Haridwar_Haridwar_District_Uttarakhand.html,Haridwar,Uttarakhand,India,North,Haridwar,,Attraction,Tourism & Attractions,Attractions,tripadvisor.in,mansa devi,,g616028 d1754942 temple district,1
4846,lord venkateswara image,90500,46,190,$0.01,42,31,https://www.tripadvisor.in/Attractions-g297587-Activities-Tirupati_Chittoor_District_Andhra_Pradesh.html,Tirupati,Andhra Pradesh,India,South,Tirupati,,Attraction,Tourism & Attractions,Attractions,tripadvisor.in,,,g297587 chittoor district,1
4847,novotel juhu hotel,90500,5,5963,$0.38,22,41,https://www.tripadvisor.in/Hotel_Review-g304554-d1391624-Reviews-Novotel_Mumbai_Juhu_Beach-Mumbai_Maharashtra.html,Mumbai,Maharashtra,India,West,Mumbai,Juhu,Hotel,Accommodation,Accommodation,tripadvisor.in,novotel,,g304554 d1391624 beach,1
4848,mysore fantasy park,90500,6,8805,$0.07,9,27,https://www.tripadvisor.in/Attraction_Review-g304553-d2651314-Reviews-GRS_Fantasy_Park-Mysuru_Mysore_Mysore_District_Karnataka.html,Mysuru,Karnataka,India,South,Mysuru,,Attraction,Tourism & Attractions,Attractions,tripadvisor.in,mysore fantasy park,,g304553 d2651314 grs mysore district,1
4849,mumbai exhibition centre,74000,18,506,$0.65,8,38,https://www.tripadvisor.in/Attraction_Review-g304554-d14788529-Reviews-Bombay_Convention_Exhibition_Centre-Mumbai_Maharashtra.html,Mumbai,Maharashtra,India,West,Mumbai,,Attraction,Tourism & Attractions,Attractions,tripadvisor.in,exhibition centre,,g304554 d14788529 bombay convention,1
4850,mumbai carter road,90500,51,190,$0.06,10,30,https://www.tripadvisor.in/Restaurant_Review-g304554-d19735836-Reviews-Carter_Road_Social-Mumbai_Maharashtra.html,Mumbai,Maharashtra,India,West,Mumbai,,Restaurant,Food & Dining,Food & Dining,tripadvisor.in,carter road,,g304554 d19735836 social,1
4851,daman daman and diu,90500,12,4244,$0,1,44,https://www.tripadvisor.in/Tourism-g297599-Daman_and_Diu-Vacations.html,,Dadra and Nagar Haveli and Daman and Diu,India,West,,,Tourism,Travel & Tourism,Tourism,tripadvisor.in,,,g297599,1
4852,dabra city,90500,8,5963,$0.07,1,24,https://www.tripadvisor.in/Tourism-g13077777-Dabra_Gwalior_District_Madhya_Pradesh-Vacations.html,Gwalior,Madhya Pradesh,India,West,Gwalior,,Tourism,Travel & Tourism,Tourism,tripadvisor.in,dabra,,g13077777 district,1
4853,corner house,74000,12,2316,$0.50,3,41,https://www.tripadvisor.in/Restaurant_Review-g297628-d941602-Reviews-Corner_house-Bengaluru_Bangalore_District_Karnataka.html,Bengaluru,Karnataka,India,South,Bengaluru,,Restaurant,Food & Dining,Food & Dining,tripadvisor.in,corner house,,g297628 d941602 bangalore district,1
4854,dwarkadhish temple gujarat,2400,67,190,$1.02,1,14,https://www.tripadvisor.in/Attraction_Review-g297610-d2008351-Reviews-Dwarkadhish_Temple-Jamnagar_Jamnagar_District_Gujarat.html,,Gujarat,India,West,,,Attraction,Tourism & Attractions,Attractions,tripadvisor.in,dwarkadhish temple,,g297610 d2008351 jamnagar jamnagar district,1
4855,dlf emporio vasant kunj,74000,12,1022,$0.41,4,29,https://www.tripadvisor.in/Attraction_Review-g304551-d5782355-Reviews-DLF_Emporio-New_Delhi_National_Capital_Territory_of_Delhi.html,New Delhi,Delhi,India,North,New Delhi,,Attraction,Tourism & Attractions,Attractions,tripadvisor.in,dlf emporio,,g304551 d5782355 national capital territory,1
4856,dlf emporio in delhi,90500,9,2316,$0.21,4,26,https://www.tripadvisor.in/Attraction_Review-g304551-d5782355-Reviews-DLF_Emporio-New_Delhi_National_Capital_Territory_of_Delhi.html,New Delhi,Delhi,India,North,New Delhi,,Attraction,Tourism & Attractions,Attractions,tripadvisor.in,dlf emporio,,g304551 d5782355 national capital territory,1
4857,dhaka cities,90500,11,4244,$0.09,1,33,https://www.tripadvisor.in/Tourism-g293936-Dhaka_City_Dhaka_Division-Vacations.html,,,,,,,Tourism,Travel & Tourism,Tourism,tripadvisor.in,dhaka,,g293936 city dhaka division,1
4858,fancy store near me,90500,5,14661,$0.40,7,35,https://www.tripadvisor.in/Attractions-g679014-Activities-c26-t144-Secunderabad_Hyderabad_District_Telangana.html,Secunderabad,Telangana,India,South,Secunderabad,,Attraction,Tourism & Attractions,Attractions,tripadvisor.in,,,g679014 c26 t144 hyderabad district,1
4859,golden fort in jaisalmer,90500,11,4244,$0.10,5,22,https://www.tripadvisor.in/ShowUserReviews-g297667-d324658-r709533984-Jaisalmer_Fort-Jaisalmer_Jaisalmer_District_Rajasthan.html,,Rajasthan,India,North,,,,,,tripadvisor.in,fort jaisalmer,,showuserreviews g297667 d324658 r709533984 jaisalmer jaisalmer district,1
4860,hy,90500,33,190,$0,1,31,https://www.tripadvisor.in/Hotel_Feature-g48802-d970067-zft9156-Ridin_Hy_Ranch_Resort.html,,,,,,,Hotel,Accommodation,Accommodation,tripadvisor.in,hy,,feature g48802 d970067 zft9156 ridin ranch,1
4861,baba baidyanath jharkhand,90500,9,1782,$0.07,1,35,https://www.tripadvisor.in/Attraction_Review-g1893710-d2697959-Reviews-Baba_Baidyanath_Temple-Deoghar_Deoghar_District_Jharkhand.html,,Jharkhand,India,East,,,Attraction,Tourism & Attractions,Attractions,tripadvisor.in,baba baidyanath,,g1893710 d2697959 temple deoghar deoghar district,1
4862,burger close to me,90500,7,5963,$0.07,8,39,https://www.tripadvisor.in/Restaurants-g304554-zfd10907-zfn13087996-Mumbai_Maharashtra-Hamburger.html,Mumbai,Maharashtra,India,West,Mumbai,,Restaurant,Food & Dining,Food & Dining,tripadvisor.in,,,g304554 zfd10907 zfn13087996 hamburger,1
4863,bowling close to me,90500,8,5963,$0.09,17,24,https://www.tripadvisor.in/Attractions-g297586-Activities-c56-t128-Hyderabad_Hyderabad_District_Telangana.html,Hyderabad,Telangana,India,South,Hyderabad,,Attraction,Tourism & Attractions,Attractions,tripadvisor.in,,,g297586 c56 t128 district,1
4864,bolpur,90500,31,199,$0.09,1,58,https://www.tripadvisor.in/Tourism-g1436005-Bolpur_Birbhum_District_West_Bengal-Vacations.html,,West Bengal,India,East,,,Tourism,Travel & Tourism,Tourism,tripadvisor.in,bolpur,,g1436005 birbhum district,1
4865,bathinda punjab,90500,13,2316,$0,1,45,https://www.tripadvisor.in/Attractions-g1023971-Activities-Bathinda_Bathindar_District_Punjab.html,,Punjab,India,North,,,Attraction,Tourism & Attractions,Attractions,tripadvisor.in,bathinda,,g1023971 bathindar district,1
4866,candolim north goa goa india,90500,3,27512,$0.34,7,32,https://www.tripadvisor.in/Attraction_Review-g306993-d951184-Reviews-Candolim_Beach-Bardez_North_Goa_District_Goa.html,Candolim,Goa,India,West,Candolim,,Attraction,Tourism & Attractions,Attractions,tripadvisor.in,,,g306993 d951184 beach bardez district,1
4867,zoo near me,90500,4,27512,$0.82,1,41,https://www.tripadvisor.in/Attractions-g297648-Activities-c48-Maharashtra.html,,Maharashtra,India,West,,,Attraction,Tourism & Attractions,Attractions,tripadvisor.in,,,g297648 c48,1
4868,wagah border,90500,8,8805,$0.39,4,47,https://www.tripadvisor.in/Attraction_Review-g303884-d1893845-Reviews-Wagah_Border-Amritsar_Amritsar_District_Punjab.html,Amritsar,Punjab,India,North,Amritsar,,Attraction,Tourism & Attractions,Attractions,tripadvisor.in,wagah border,,g303884 d1893845 district,1
4869,vr surat,60500,5,5963,$0.01,5,38,https://www.tripadvisor.in/Attraction_Review-g297612-d6759671-Reviews-VR_Surat-Surat_Surat_District_Gujarat.html,Surat,Gujarat,India,West,Surat,,Attraction,Tourism & Attractions,Attractions,tripadvisor.in,vr,,g297612 d6759671 district,1
4870,visvesvaraya technological museum,90500,7,8805,$0.07,5,33,https://www.tripadvisor.in/Attraction_Review-g297628-d2587719-Reviews-Visvesvaraya_Industrial_and_Technological_Museum-Bengaluru_Bangalore_District_Kar.html,Bengaluru,,,,Bengaluru,,Attraction,Tourism & Attractions,Attractions,tripadvisor.in,visvesvaraya technological museum,,g297628 d2587719 industrial bangalore district kar,1
4871,wonderla bangalore entrance fee,90500,28,190,$0.24,1,20,https://www.tripadvisor.in/Attraction_Review-g297628-d1603947-Reviews-Wonderla_Bengaluru-Bengaluru_Bangalore_District_Karnataka.html,Bengaluru,Karnataka,India,South,Bengaluru,,Attraction,Tourism & Attractions,Attractions,tripadvisor.in,wonderla bangalore,,g297628 d1603947 district,1
4872,temple kailash,90500,14,1782,$0.04,6,27,https://www.tripadvisor.in/Attraction_Review-g297683-d12034433-Reviews-Kailash_Temple-Agra_Agra_District_Uttar_Pradesh.html,Agra,Uttar Pradesh,India,,Agra,,Attraction,Tourism & Attractions,Attractions,tripadvisor.in,temple kailash,,g297683 d12034433 district,1
4873,taj west end bengaluru,90500,9,3058,$0.31,26,42,https://www.tripadvisor.in/Hotel_Review-g297628-d302147-Reviews-Taj_West_End-Bengaluru_Bangalore_District_Karnataka.html,Bengaluru,Karnataka,India,South,Bengaluru,,Hotel,Accommodation,Accommodation,tripadvisor.in,taj end,,g297628 d302147 bangalore district,1
4874,sunset point,74000,4,27512,$0,1,41,https://www.tripadvisor.in/Attraction_Review-g1156008-d2625824-Reviews-Sunset_Point-Saputara_Dangs_District_Gujarat.html,,Gujarat,India,West,,,Attraction,Tourism & Attractions,Attractions,tripadvisor.in,sunset point,,g1156008 d2625824 saputara dangs district,1
4875,sun city,90500,17,823,$0.10,6,39,https://www.tripadvisor.in/Hotel_Review-g1584828-d10289023-Reviews-Suncity_Resort_Mandarmani-Mandarmani_East_Midnapore_District_West_Bengal.html,,West Bengal,India,East,,,Hotel,Accommodation,Accommodation,tripadvisor.in,,,g1584828 d10289023 suncity mandarmani mandarmani midnapore district,1
4876,shopping mall,135000,8,8805,$0.31,2,48,https://www.tripadvisor.in/Attractions-g297586-Activities-c26-t143-Hyderabad_Hyderabad_District_Telangana.html,Hyderabad,Telangana,India,South,Hyderabad,,Attraction,Tourism & Attractions,Attractions,tripadvisor.in,,,g297586 c26 t143 district,1
4877,vedic village resort in kolkata,90500,7,8805,$0.16,25,36,https://www.tripadvisor.in/Hotel_Review-g304558-d734588-Reviews-Vedic_Village_Spa_Resort-Kolkata_Calcutta_Kolkata_District_West_Bengal.html,Kolkata,West Bengal,India,East,Kolkata,,Hotel,Accommodation,Accommodation,tripadvisor.in,vedic village,,g304558 d734588 spa calcutta district,1
4878,toits,90500,12,2316,$0.16,5,43,https://www.tripadvisor.in/Restaurant_Review-g297628-d2057435-Reviews-Toit_Brewpub-Bengaluru_Bangalore_District_Karnataka.html,Bengaluru,Karnataka,India,South,Bengaluru,,Restaurant,Food & Dining,Food & Dining,tripadvisor.in,,,g297628 d2057435 toit brewpub bangalore district,1
4879,the lalit new delhi,90500,7,5963,$0.38,15,37,https://www.tripadvisor.in/Hotel_Review-g304551-d299120-Reviews-The_Lalit_New_Delhi-New_Delhi_National_Capital_Territory_of_Delhi.html,New Delhi,Delhi,India,North,New Delhi,,Hotel,Accommodation,Accommodation,tripadvisor.in,lalit,,g304551 d299120 national capital territory,1
4880,mahabalipuram shore temple,90500,10,4244,$0.41,7,43,https://www.tripadvisor.in/Attraction_Review-g1162480-d321282-Reviews-Shore_Temple-Mahabalipuram_Kanchipuram_District_Tamil_Nadu.html,,Tamil Nadu,India,South,,,Attraction,Tourism & Attractions,Attractions,tripadvisor.in,mahabalipuram shore temple,,g1162480 d321282 kanchipuram district,1
4881,lord venkateswara pics,90500,49,190,$0.01,31,30,https://www.tripadvisor.in/Attractions-g2288643-Activities-Yelagiri_Vellore_District_Tamil_Nadu.html,,Tamil Nadu,India,South,,,Attraction,Tourism & Attractions,Attractions,tripadvisor.in,,,g2288643 yelagiri vellore district,1
4882,leopold café mumbai,90500,7,5963,$0.21,4,28,https://www.tripadvisor.in/Restaurant_Review-g304554-d787742-Reviews-Leopold_Cafe-Mumbai_Maharashtra.html,Mumbai,Maharashtra,India,West,Mumbai,,Restaurant,Food & Dining,Food & Dining,tripadvisor.in,leopold,,g304554 d787742,1
4883,market place in mumbai,90500,5,27512,$0.07,2,21,https://www.tripadvisor.in/Attractions-g304554-Activities-c26-t142-Mumbai_Maharashtra.html,Mumbai,Maharashtra,India,West,Mumbai,,Attraction,Tourism & Attractions,Attractions,tripadvisor.in,,,g304554 c26 t142,1
4884,palani city,60500,13,1782,$0.15,1,38,https://www.tripadvisor.in/Attractions-g2282879-Activities-Palani_Dindigul_District_Tamil_Nadu.html,,Tamil Nadu,India,South,,,Attraction,Tourism & Attractions,Attractions,tripadvisor.in,palani,,g2282879 dindigul district,1
4885,north goa candolim,90500,4,14661,$0.32,5,35,https://www.tripadvisor.in/Tourism-g297605-Candolim_Bardez_North_Goa_District_Goa-Vacations.html,Candolim,Goa,India,West,Candolim,,Tourism,Travel & Tourism,Tourism,tripadvisor.in,,,g297605 bardez district,1
4886,rangmanch farms,90500,6,8805,$0.06,7,48,https://www.tripadvisor.in/Attraction_Review-g297615-d23025517-Reviews-Rangmanch_Farms-Gurugram_Gurgaon_Gurgaon_District_Haryana.html,Gurugram,Haryana,India,North,Gurugram,,Attraction,Tourism & Attractions,Attractions,tripadvisor.in,rangmanch farms,,g297615 d23025517 gurgaon gurgaon district,1
4887,queensland amusement park chennai,110000,6,14661,$0.07,5,36,https://www.tripadvisor.in/Attraction_Review-g304556-d1770507-Reviews-Queens_Land-Chennai_Madras_Chennai_District_Tamil_Nadu.html,Chennai,Tamil Nadu,India,South,Chennai,,Attraction,Tourism & Attractions,Attractions,tripadvisor.in,,,g304556 d1770507 queens land madras district,1
4888,prague czechia,90500,27,217,$0.70,1,74,https://www.tripadvisor.in/Attractions-g274707-Activities-Prague_Bohemia.html,,,,,,,Attraction,Tourism & Attractions,Attractions,tripadvisor.in,prague,,g274707 bohemia,1
4889,pondicherry tourist spots,90500,3,27512,$0.02,16,45,https://www.tripadvisor.in/Attractions-g659792-Activities-Pondicherry_Union_Territory_of_Pondicherry.html,,Puducherry,India,South,,,Attraction,Tourism & Attractions,Attractions,tripadvisor.in,pondicherry,,g659792 union territory pondicherry,1
4890,pondicherry sightseeing,90500,3,27512,$0.09,17,21,https://www.tripadvisor.in/Attractions-g659792-Activities-Pondicherry_Union_Territory_of_Pondicherry.html,,Puducherry,India,South,,,Attraction,Tourism & Attractions,Attractions,tripadvisor.in,pondicherry,,g659792 union territory pondicherry,1
4891,pondicherry attractions,90500,2,27512,$0.09,13,32,https://www.tripadvisor.in/Attractions-g659792-Activities-Pondicherry_Union_Territory_of_Pondicherry.html,,Puducherry,India,South,,,Attraction,Tourism & Attractions,Attractions,tripadvisor.in,pondicherry,,g659792 union territory pondicherry,1
4892,sikandra rao uttar pradesh,90500,20,461,$0.03,1,25,https://www.tripadvisor.in/Tourism-g17521596-Sikandra_Rao_Hathras_District_Uttar_Pradesh-Vacations.html,,Uttar Pradesh,India,,,,Tourism,Travel & Tourism,Tourism,tripadvisor.in,sikandra rao,,g17521596 hathras district,1
4893,shree baba baidyanath jyotirlinga mandir deoghar,74000,6,4244,$0.18,3,17,https://www.tripadvisor.in/Attraction_Review-g1893710-d2697959-Reviews-Baba_Baidyanath_Temple-Deoghar_Deoghar_District_Jharkhand.html,,Jharkhand,India,East,,,Attraction,Tourism & Attractions,Attractions,tripadvisor.in,baba baidyanath deoghar,,g1893710 d2697959 temple deoghar district,1
4894,hindu temple near to me,90500,9,4244,$0.10,1,25,https://www.tripadvisor.in/Attractions-g297595-Activities-c47-t10-Raipur_Raipur_District_Chhattisgarh.html,Raipur,Chhattisgarh,India,Central,Raipur,,Attraction,Tourism & Attractions,Attractions,tripadvisor.in,,,g297595 c47 t10 district,1
4895,jyotirlinga in maharashtra,90500,17,1022,$0.09,6,17,https://www.tripadvisor.in/AttractionProductReview-g304554-d20937255-Three_Jyotirlinga_Temples_in_Maharashtra-Mumbai_Maharashtra.html,Mumbai,Maharashtra,India,West,Mumbai,,,,,tripadvisor.in,jyotirlinga,,attractionproductreview g304554 d20937255 three temples,1
4896,jawaharlal nehru planetarium,90500,7,5963,$0.41,5,42,https://www.tripadvisor.in/Attraction_Review-g297628-d3218285-Reviews-Jawahar_Lal_Nehru_Planetarium-Bengaluru_Bangalore_District_Karnataka.html,Bengaluru,Karnataka,India,South,Bengaluru,,Attraction,Tourism & Attractions,Attractions,tripadvisor.in,nehru planetarium,,g297628 d3218285 jawahar lal bangalore district,1
4897,jalalabad nangarhar,90500,7,8805,$0.07,1,44,https://www.tripadvisor.in/Tourism-g734447-Jalalabad_Nangarhar_Province-Vacations.html,,,,,,,Tourism,Travel & Tourism,Tourism,tripadvisor.in,jalalabad nangarhar,,g734447 province,1
4898,jagat mandir dwarka,110000,12,1357,$0.27,1,28,https://www.tripadvisor.in/ShowUserReviews-g660182-d3184202-r313260907-Dwarkadhish_Temple-Dwarka_Devbhumi_Dwarka_District_Gujarat.html,,Gujarat,India,West,Dwarka,Dwarka,,,,tripadvisor.in,,,showuserreviews g660182 d3184202 r313260907 dwarkadhish temple devbhumi district,1
4899,jacuzzi,90500,16,1357,$0.22,50,74,https://www.tripadvisor.in/ShowTopic-g45963-i10-k1756617-Jacuzzi_suites_with_jacuzzi_by_window-Las_Vegas_Nevada.html,,,,,,,,,,tripadvisor.in,jacuzzi,,showtopic g45963 i10 k1756617 suites jacuzzi by window las vegas nevada,1
4900,indira gandhi stadium,90500,21,506,$0,2,41,https://www.tripadvisor.in/Attraction_Review-g304551-d1893230-Reviews-Indira_Gandhi_Sports_Complex-New_Delhi_National_Capital_Territory_of_Delhi.html,New Delhi,Delhi,India,North,New Delhi,,Attraction,Tourism & Attractions,Attractions,tripadvisor.in,indira gandhi,,g304551 d1893230 sports complex national capital territory,1
